filename	reference_text	transcribed_text
common_voice_he_39778694	מ חמש עשרה ב אוקטובר עד חמש עשרה ב נובמבר זה חדש ל דיונים ל בחינת ה נושא	מ חמש עשרה ב אוקטובר עד חמש עשרה ב נובמבר זה חדש ל דיונים ל בחינת ה נושא
common_voice_he_39778700	אני לא מתפקד ב עבודה עקב חסר ב שעות שנה	אני לא מתפקד ב עבודה עקב חסר ב שעות שנה
common_voice_he_39778701	כי הוא החליט ש לא להעלות מסים	כי הוא החליט ש לא להעלות מסים
common_voice_he_39778702	מיד עם כניסתי ל תפקיד פעלתי ב שלוש מישורים שונים	מיד עם כניסתי ל תפקיד פעלתי ב שלוש מישורים שונים
common_voice_he_39778703	ש מאפשרת את השבחת כוח ה הוראה באמצעות שכר דיפרנציאלי ה דבר ה זה נעדר משם	ש מאפשרת את השבחת כוח ה הוראה באמצעות שכר דיפרנציאלי ה דבר ה זה נעדר משם
common_voice_he_39778704	היא בונה גטו כזה נוראי ל פלסטינים	היא בונה גטו כזה נוראי ל פלסטינים
common_voice_he_39778705	אנשים ש פרנסתם ו חייהם מ עץ ה זית ומ מסיק זיתים	אנשים ש פרנסתם ו חייהם מ עץ ה זית ומ מסיק זיתים
common_voice_he_39778706	זה לא סתם לדעת עם מי דברת	זה לא סתם לדעת עם מי דברת
common_voice_he_39778707	ו גם ש תנאי ה עבודה עצמם הם תנאים אנושיים	ו גם ש תנאי ה עבודה עצמם הם תנאים אנושיים
common_voice_he_39778708	אני מקבל ב כל לבי יש כאן פגיעה לא מבטלת	אני מקבל ב כל לבי יש כאן פגיעה לא מבטלת
common_voice_he_39778709	כי ל צערי ה ערף כבר נהפך ל חזית	כי ל צערי ה ערף כבר נהפך ל חזית
common_voice_he_39785388	ו אני לא קורא רק ל צבור ה חלש	ו אני לא קורא רק ל צבור ה חלש
common_voice_he_39785389	ו אני מקוה ו מאמין ש כך זה ימשך	ו אני מקוה ו מאמין ש כך זה ימשך
common_voice_he_39785397	ב צפון אפריקה ש משתנים ממש ל נגד עינינו	ב צפון אפריקה ש משתנים ממש ל נגד עינינו
common_voice_he_39785398	ה יום אני רוצה להתיחס ל נושא ה אנרגיה ה סולרית	ה יום אני רוצה להתיחס ל נושא ה אנרגיה ה סולרית
common_voice_he_39785399	גם אם יחפש פרוצדורה משטרתית או משפטית כזו או אחרת	גם אם יחפש פרוצדורה משטרתית או משפטית כזו או אחרת
common_voice_he_39785400	ו עבדה שה חברה החזירה שלוש מאות מנות ש הגיעו ל מקור	ו עבדה שה חברה החזירה שלוש מאות מנות ש הגיעו ל מקור
common_voice_he_39785409	אולי אפשר לחכות ש יכנס אדוני ה מזכיר	אולי אפשר לחכות ש יכנס אדוני ה מזכיר
common_voice_he_39785410	אני מסתכל ו אני מסרב להאמין פרופסור שלמה אבינרי	אני מסתכל ו אני מסרב להאמין פרופסור שלמה אבינרי
common_voice_he_39785411	בוחרים מלכתחלה שופט עליון ש השקפותיו הולמות זרם פוליטי מסים	בוחרים מלכתחלה שופט עליון ש השקפותיו הולמות זרם פוליטי מסים
common_voice_he_39785412	כ אלו לא נהלתם ו כוח עם ה משטרה	כ אלו לא נהלתם ו כוח עם ה משטרה
common_voice_he_39785413	גברים חושבים הרבה יותר על ה אימפריה ה רומית מ נשים זה לא הוכחה ל אינטליגנציה גבוהה מ צדם	גברים חושבים הרבה יותר על ה אימפריה ה רומית מ נשים זה לא הוכחה ל אינטליגנציה גבוהה מ צדם
common_voice_he_39785416	אנחנו מבקשים להחליט מהי ה כלכלה ה ציונית ה ראויה	אנחנו מבקשים להחליט מהי ה כלכלה ה ציונית ה ראויה
common_voice_he_39785417	מרפאה זו נותנת מענה טפולי ל אכלוסית שדרות ול ישובי ה סביבה	מרפאה זו נותנת מענה טפולי ל אכלוסית שדרות ול ישובי ה סביבה
common_voice_he_39785418	אגיד הסתיגות אחת ב פתח תשובתי תשובתי אינה כוללת את ה נושא ש העלית אתה	אגיד הסתיגות אחת ב פתח תשובתי תשובתי אינה כוללת את ה נושא ש העלית עתה
common_voice_he_39785419	אני לא בטוח ש זה לא ידלף	אני לא בטוח ש זה לא ידלף
common_voice_he_39785420	ה בעיה היא סדר עדיפויות ו תקציב ש מגיע ל עדה ה זאת	ה בעיה היא סדר עדיפויות ו תקציב ש מגיע ל עדה ה זאת
common_voice_he_39785423	הרי שב עשור ה אחרון ה תכנית ה דורסנית ה זאת קרמה עור ו גידים	הרי שב עשור ה אחרון ה תכנית ה דורסנית ה זאת קרמה עור ו גידים
common_voice_he_39785424	צפורה בקשה עזרה ב ממון משקפי קריאה	צפורה בקשה עזרה ב ממון משקפי קריאה
common_voice_he_39785425	קבר יוסף נמצא ב סמוך ל מחנה ה פליטים בלאטה	קבר יוסף נמצא ב סמוך ל מחנה ה פליטים בלטה
common_voice_he_39785442	זה מקרה ש עלול לקרות ל כל אדם ב כל עת	זה מקרה ש עלול לקרות ל כל אדם ב כל עת
common_voice_he_39785444	היא לא יכולה להכנס ל בתי ה ספר	היא לא יכולה להכנס ל בתי ה ספר
common_voice_he_39785446	נעשו נסיונות לאתר ארועים דומים ל מקרים ה מזכרים ב מכתבך	נעשו נסיונות לאתר ארועים דומים ל מקרים ה מזכרים ב מכתבך
common_voice_he_39785447	מקום ה מבנה נבחר על ידי עירית ירושלים	מקום ה מבנה נבחר על ידי עירית ירושלים
common_voice_he_39785449	כש זה ב כרטיס ו זה מגהץ אנחנו לא מרגישות	כש זה ב כרטיס ו זה מגהץ אנחנו לא מרגישות
common_voice_he_39785511	ו הם מוצאים עצמם עוד ה פעם מפגינים כאן ב חוץ	ו הם מוצאים עצמם עוד ה פעם מפגינים כאן ב חוץ
common_voice_he_39785512	כי רנטות מחשבות כ הכנסה לשם גבית אחוזים בעבור תשלום שכר דירה ב דיור מוגן	כי רנטות מחשבות כ הכנסה לשם גבית אחוזים בעבור תשלום שכר דירה ב דיור מוגן
common_voice_he_39785513	כאשר ב כפרים ה ערביים לא מאשרים תכניות בניה	כאשר ב כפרים ה ערביים לא מאשרים תכניות בניה
common_voice_he_39785514	להשקיע ב כביש חוצה שומרון זה ב סדר	להשקיע ב כביש חוצה שומרון זה ב סדר
common_voice_he_39785515	תסע ב אוטובוס עד רחוב טשנרחובסקי ו שם תחליף ל קורקינט	תסע ב אוטובוס עד רחוב צרניחובסקי ו שם תחליף ל קורקינט
common_voice_he_39831293	אתה יודע למה אני כל יום גאה לחזר הביתה	אתה יודע למה אני כל יום גאה לחזר הביתה
common_voice_he_39831294	ו כוחות ה בטחון מרשים ל משפחות לצאת מה ערים	ו כוחות ה בטחון מרשים ל משפחות לצאת מה ארים
common_voice_he_39831297	איך תחיה משפחה בת עשר ילדים	איך תחיה משפחה בת עשר ילדים
common_voice_he_39831299	זה לא נושא ש כדאי או אפשר לפתר באמצעות ה מליאה	זה לא נושא ש כדאי או אפשר לפתר באמצעות ה מליאה
common_voice_he_39831308	מה קורה כאשר נותנים מעבר ל מה ש מגיע	מה קורה כאשר נותנים מעבר ל מה ש מגיע
common_voice_he_39831309	היא גם מטמטמת ו היא גם בלתי מוסרית	היא גם מטמטמת ו היא גם בלתי מוסרית
common_voice_he_39831310	אבל היא מפנית גם ל בני אדם מחוץ ל כלא	אבל היא מפנית גם ל בני אדם מחוץ ל כלא
common_voice_he_39831311	ה קצוץ ב קצבת ה ילד ה ראשון וה שני לא רלונטי	ה קצוץ ב קצבת ה ילד ה ראשון וה שני לא רלונטי
common_voice_he_39831312	ש אולי מישהו כתב או חתם ב איזה ספר	ש אולי מישהו כתב או חתם ב איזה ספר
common_voice_he_39831318	גם יחיא מוסטפה אגבאריה ו מחמד תאופיק גבארין	גם יחיא מוסטפא אגבאריה ו מחמד תאופיק גבארין
common_voice_he_39831319	לא קרתה ב אירופה ו לא קרתה ב שום מקום	לא קרתה ב אירופה ו לא קרתה ב שום מקום
common_voice_he_39831320	ו בעקבות זאת נחקר ה פרמדיק תחת אזהרה ו הכחיש מ ערבותו ב ענין	ו בעקבות זאת נחקר ה פרמדיק תחת אזהרה וה חיש מ ערבותו ב ענין
common_voice_he_39831321	ו אלה השקעו ב שפוץ ה תשתיות ב אתר ה ציון	ו אלה השקעו ב שפוץ ה תשתיות ב אתר ה ציון
common_voice_he_39831322	מי יתן לך אשה פרחח שכמותך	מי יתן לך אשה פרחח שכמותך
common_voice_he_39831338	ש אנחנו יכולים להכניס כל מיני דברים ש מעבר ל סל	ש אנחנו יכולים להכניס כל מיני דברים ש מעבר ל סל
common_voice_he_39831339	הם שטחי שפוט ש נקבעו לפני שנים רבות	הם שטחי שפוט ש נקבעו לפני שנים רבות
common_voice_he_39831340	ו בהם משרדי ה תחבורה ה אוצר התמת ה חנוך	ו בהם משרדי ה תחבורה ה אוצר התמת ה חנוך
common_voice_he_39831341	מזהירים אותך חיבים להבטיח מנגנון צמיחה	מזהירים אותך חיבים להבטיח מנגנון צמיחה
common_voice_he_39831342	זה נסח ה תקנה תושב ה רשות ה פלסטינית או מ מוצא פלסטיני	זה נסח ה תקנה תושב ה רשות ה פלסטינית או מ מוצא פלסטיני
common_voice_he_39831343	ה פליטים ב סודן נמצאו ב עקר ב עיר ה גדולה גדרף	ה פליטים ב סודאן נמצאו ב עקר ב עיר ה גדולה גדרף
common_voice_he_39831344	לאחר תקופה סוערת הרי מה ש נשאר אינו אלא פרשת זכרונות	לאחר תקופה סוערת הרי מה ש נשאר אינו אלא פרשת זכרונות
common_voice_he_39831345	אז אי אפשר לקבל איזו הוראה ש מגיעה מעבר ל ים	אז אי אפשר לקבל איזו הוראה ש מגיעה מעבר ל ים
common_voice_he_39831351	ב ראש ה ועדה עומדת כבוד ה שופטת מרים נאור	ב ראש ה ועדה עומדת כבוד ה שופטת מרים נאור
common_voice_he_39831352	אמרתי דוקא בית חולים נהריה ו לא בית חולים צפת	אמרתי דוקא בית חולים נהריה ו לא בית חולים צפת
common_voice_he_39831353	כמה ה מצוקה היא אדירה ו כמה ה עני הוא נורא	כמה ה מצוקה היא אדירה ו כמה ה עני הוא נורא
common_voice_he_39831354	כאשר יחלפו שלוש דקות מ רגע השמעת ה צלצול	כאשר יחלפו שלוש דקות מ רגע השמעת ה צלצול
common_voice_he_39831355	ב הזדמנות זו אני מבקש להודות מכאן	ב הזדמנות זו אני מבקש להודות מכאן
common_voice_he_39831361	מכיון שה צבור עדין לא ערוך ו לא מוכן	מכיון שה צבור עדין לא ערוך ו לא מוכן
common_voice_he_39831362	כמה מהלכים מאוד משמעותיים ש הם לא בדיוק הפרטה	כמה מהלכים מאוד משמעותיים ש הם לא בדיוק הפרטה
common_voice_he_39831363	חסרות השכלה ש לא מסגלות למצא עבודה	חסרות השכלה ש לא מסגלות למצא עבודה
common_voice_he_39831364	נובמבר אלפים ו שמונה התקף ב תל אביב מר אבי ניר	נובמבר אלפים ו שמונה התקף ב תל אביב מר אבי ניר
common_voice_he_39831365	שרותי ה בריאות ה חנוך וה רוחה ממשיכים להדרדר	שרותי ה בריאות ה חנוך וה רוחה ממשיכים להדרדר
common_voice_he_39831376	כי לקח טוב נתתי לכם תורתי אל תעזבו	כי לקח טוב נתתי לכם תורתי אל תעזבו
common_voice_he_39831377	אני יוצא נגד ה טענה ה מגחכת ה זאת	אני יוצא נגד ה טענה ה מגחכת ה זאת
common_voice_he_39831378	לא יהיו תקלות ב דרך אבל ב כל ה טוח ה מקבל	לא יהיו תקלות ב דרך אבל ב כל ה טוח ה מקבל
common_voice_he_39831379	אני כ שלעצמי רוצה ל עבד ללמד להתקדם ב שפה ה עברית	אני כ שלעצמי רוצה ל עבד ללמד להתקדם ב שפה ה עברית
common_voice_he_39918055	ו אנו עדים לגדול נכר ב מספר ה משתמשים ב סמים בקרב בני ה נער	ו אנו עדים לגדול נכר ב מספר ה משתמשים ב סמים בקרב בני ה נער
common_voice_he_39918056	נכון ל רגע זה וה לואי ש גם הלאה	נכון ל רגע זה וה לואי ש גם הלאה
common_voice_he_39918057	כמה זמן יקח לי להגיע מה בית ל נתניה	כמה זמן יקח לי להגיע מה בית ל נתניה
common_voice_he_39918058	ש פעם אמרו שאבן ש זרק טפש ל בור	ש פעם אמרו שאבן ש זרק טפש ל בור
common_voice_he_39918059	ה מבצע ש צהל מנהל ב עזה הוא מצדק	ה מבצע ש צהל מנהל ב עזה הוא מצדק
common_voice_he_39918065	מ כל אלה נשארו רק שתי חנויות פתוחות	מ כל אלה נשארו רק שתי חנויות פתוחות
common_voice_he_39918066	חשוב לבחר משפטים עם מגון לקסקלי	חשוב לבחר משפטים עם מגון לקסיקלי
common_voice_he_39918067	ש יחליטו אם הוא ב צד ה זה או ב צד ה הוא	ש יחליטו אם הוא ב צד ה זה או ב צד ה הוא
common_voice_he_39918068	ה אחת היה שעיר ו מכער כ אמו ו אלו ה שני ל מרבית ה פלא היה גור שחר	ה אחת היה שעיר ו מכער כ אמו ו אלו ה שני ל מרבית ה פלא היה גור שחר
common_voice_he_39918069	אני שונא את טיק טוק	אני שונא את טיק טוק
common_voice_he_39937156	אי אפשר לשחרר אסירים מה צד ה זה	אי אפשר לשחרר אסירים מה צד ה זה
common_voice_he_39937157	ו יתנו לו שבעים כסף מ בית בעל ברית ו ישכר בהם אבימלך אנשים ריקים ו פחזים ו ילכו אחריו	ו יתנו לו שבעים כסף מ בית בעל ברית ו יסקר בהם אבימלך אנשים ריקים ו פוחזים ו ילכו אחריו
common_voice_he_39937158	ה מכות ה קשות ביותר דוקא מדי אדם	ה מכות ה קשות ביותר דוקא מדי אדם
common_voice_he_39937159	ל נושא חנוך מניעה שקום גמילה טפול	ל נושא חנוך מניעה שקום גמילה טפול
common_voice_he_39937160	שב כמה ו כמה מקומות ב ארץ הוקמו כמה ערים	שב כמה ו כמה מקומות ב ארץ הוקמו כמה ערים
common_voice_he_39937161	הפעלת ה סמכויות ה מנהליות ב אכיפת ה תקן הביאה ל שנוי דרסטי ב התיחסות ה רשויות ל תוצאות ה בדיקה ש נעשתה מ טעמנו	הפעלת ה סמכויות ה מנהליות ב אכיפת ה תקן הביאה ל שנוי דרסטי ב התיחסות ה רשויות ל תוצאות ה בדיקה ש נעשתה מ טעמנו
common_voice_he_39937162	לגבי ה הסתיגות ה עקרית אני חושב ש אין מקום	לגבי ה הסתיגות ה עקרית אני חושב ש אין מקום
common_voice_he_39937163	מ כך ש מדבר ב תכנית חרום ה מגשת ב זמן משבר	מ כך ש מדבר ב תכנית חרום ה מגשת ב זמן משבר
common_voice_he_39937164	שבו הוא כותב כי ה משג יהדות הוא אוניברסלי	שבו הוא כותב כי ה משג יהדות הוא אוניברסלי
common_voice_he_39937165	הוא מ יד הולך לקנות אופנים ש הוא לא הצליח לקנות	הוא מ יד הולך לקנות אופנים ש הוא לא הצליח לקנות
common_voice_he_39937166	הוא לא יודע ב מי הוא עוסק	הוא לא יודע ב מי הוא עוסק
common_voice_he_39937167	שעה שעה ב אמצעי התקשרת הבין ל אמיים	שעה שעה ב אמצעי התקשרת ה בינלאמיים
common_voice_he_39937168	פעם נוספת מתחת ל אפנו מתחוללת ב דרום שוב איזה מיני מלחמה	פעם נוספת מתחת ל אפינו מתחוללת ב דרום שוב איזה מיני מלחמה
common_voice_he_39937169	ו כמה משמח היה לראות איך פתאום נתגלה רצון עז בין ה חברות	ו כמה משמח היה לראות איך פתאום נתגלה רצון עז בין ה חברות
common_voice_he_39937170	אני נוטה להאמין ש זה דוקא אדם לא שפוי	אני נוטה להאמין ש זה דוקא אדם לא שפוי
common_voice_he_39937171	הקל ה יועץ ה משפטי מאוד עם נצב מזרחי ו ספק אם החלטתו עומדת ב מבחן בוזגלו	הקל ה יועץ ה משפטי מאוד עם נצב מזרחי ו ספק אם החלטתו עומדת ב מבחן בוזגלו
common_voice_he_39937172	בעוד שבועים מתכנסת גם מועצת ה המורים	בעוד שבועים מתכנסת גם מועצת ה המורים
common_voice_he_39937173	ה נושא פנים ל אכלוסיה בעלת ה הכנסה ה נמוכה ב משק	ה נושא פנים ל אכלוסיה בעלת ה הכנסה ה נמוכה ב משק
common_voice_he_39937174	ו הצביע נגד ה קשישים וה נזקקים ב ענין פטור מ אגרה	ו הצביע נגד ה קשישים וה נזקקים ב ענין פטור מ אגרה
common_voice_he_39937175	סחבת תיקים ש נערמים תיקי הוצאה ל פעל	סחבת תיקים ש נערמים תיקי הוצאה ל פעל
common_voice_he_39937181	ו רק אחרי דכוי ה טרור ו רק אחרי הפסקת אש כללית	ו רק אחרי דכוי ה טרור ו רק אחרי הפסקת אש כללית
common_voice_he_39937182	כי כאשר החלטנו של משל מתדלקים או מי ש עובד ב מלונאות ירויח שכר הולם	כי כאשר החלטנו של משל מתדלקים או מי ש עובד ב מלונאות ירויח שכר הולם
common_voice_he_39937203	ו כן לעשות זאת ב כסף וב שוה כסף	ו כן לעשות זאת ב כסף וב שוה כסף
common_voice_he_39937204	מערכת זו הביאה ל שפור ב שעור ה טפולים ה מתאימים ש ספקו ל חולים	מערכת זו הביאה ל שפור ב שעור ה טפולים ה מתאימים ש ספקו ל חולים
common_voice_he_39937205	זה החל ב שבוע ש עבר שמעתי ב אמצעי התקשרת אנשים מתוך ה בית ה זה	זה החל ב שבוע ש עבר שמעתי ב אמצעי התקשרת אנשים מתוך ה בית ה זה
common_voice_he_39937206	וה בעיה היא ש זוגות צעירים מ משפחות ברוכות ילדים מתיאשים מ השגת דירה ומ רכישת קורת גג	וה בעיה היא ש זוגות צעירים מ משפחות ברוכות ילדים מתיאשים מ השגת דירה ומ רכישת קורת גג
common_voice_he_39937207	אולי נקדה נוספת ש נוגעת ל תכנית ה כלכלית ה זאת	אולי נקדה נוספת ש נוגעת ל תכנית ה כלכלית ה זאת
common_voice_he_39937264	אנחנו מצינים ב ימים אלו מאה שנים ל הלדתו של מפקד ה אצל ה נערץ	אנחנו מצינים ב ימים אלו מאה שנים ל הלדתו של מפקד ה אצל ה נערץ
common_voice_he_39937265	בית ה משפט הוא אחת מ שלשת ה רשויות ה מדיניות ב דמוקרטיות	בית ה משפט הוא אחת מ שלשת ה רשויות ה מדיניות ב דמוקרטיות
common_voice_he_39937266	רני בריזון ויקטור ברילובסקי ענבל גבריאלי	רוני בריזון ויקטור בילובסקי ענבל גבריאלי
common_voice_he_39937267	ו מספר יחידות ה דיור ה דרוש ל השגת יעד זה הוא עשרים ו שתים אלף יחידות	ו מספר יחידות ה דיור ה דרוש ל השגת יעד זה הוא עשרים ו שתים אלף יחידות
common_voice_he_39937268	ה מצב ש מצטיר הוא כאלו ה צפון לא שיך ל הודנה משום מה	ה מצב ש מצטיר הוא כאלו ה צפון לא שיך ל הודנה משום מה
common_voice_he_39937269	זה כזב ש אפשר להגיע ל צמיחה כלכלית יחד עם המשך ה כבוש וה עמות	זה כזב ש אפשר להגיע ל צמיחה כלכלית יחד עם המשך ה כבוש וה עמות
common_voice_he_39937270	חדש ב לד רעם מרץ יהדות ה תורה	חדש ב לד רעם מרץ יהדות ה תורה
common_voice_he_39937271	רבותי ה שרים ה שר ליברמן ה דברים שלי	רבות ה שרים ה שר ליברמן ה דברים שלי
common_voice_he_39937272	ה מוזיקה של קירל היא בעקר ב סגנון ה פופ אך היא משלבת בתוכה גם סגנונות שונים	ה מוזיקה של קירל היא בעקר ב סגנון ה פופ אך היא משלבת בתוכה גם סגנונות שונים
common_voice_he_39937278	ש היא גדולה ללא שום התחשבנויות קטנות	ש היא גדולה ללא שום התחשבנויות קטנות
common_voice_he_39937279	שמחת מעמד בינים אני אקרא ל זה	שמחת מעמד בינים אני אקרא ל זה
common_voice_he_39937280	זה לא יעזר ו זה לא יעזר	זה לא יעזר ו זה לא יעזר
common_voice_he_39937281	אני רוצה לשחרר שלושים אלף יחידות דיור מ אשרות ב חיפה	אני רוצה לשחרר שלושים אלף יחידות דיור מ אשרות ב חיפה
common_voice_he_39937282	ש בית חולים ברזילי מסכן חיי אדם	ש בית חולים ברזילי מסכן חיי אדם
common_voice_he_40001946	דוקא בגלל זה אני מציע ל ידידי	דוקא בגלל זה אני מציע ל ידידי
common_voice_he_40001947	ה משמעות היא ש אי אפשר להכניס מצלמות ל בית ספר	ה משמעות היא ש אי אפשר להכניס מצלמות ל בית ספר
common_voice_he_40001948	תוך אמוץ מדיניות כלכלית חברתית צודקת	תוך אמוץ מדיניות כלכלית חברתית צודקת
common_voice_he_40001949	גם כאשר יש נגדו כתב אשום	גם כאשר יש נגדו כתב אשור
common_voice_he_40001950	קבוצת סיעת ה אחוד ה לאמי ו קבוצת סיעת מרץ ל פרק יב חשמל לא נתקבלה	קבוצת סיעת ה אחוד ה לאמי ו קבוצת סיעת מרץ ל פרק יב חשמל לא נתקבלה
common_voice_he_40001956	לפי שכלו יהלל איש ו נעוה לב יהיה ל בוז	לפי שכלו יהלל איש ו נעבה לב יהיה ל בוז
common_voice_he_40001957	ב ענין יהודי אתיופיה הולכים הרבה יותר רחוק מעבר ל סבתא	ב ענין יהודי אתיופיה הולכים הרבה יותר רחוק מעבר ל סבתא
common_voice_he_40001958	אלא אני עומד גם מאחורי ה מלים ש הוא לא צטט	אלא אני עומד גם מאחורי ה מלים ש הוא לא צטט
common_voice_he_40001959	טענה כי פנוי ה ישובים הוא מחיר ש ראוי לשלם	טענה כי פנוי ה ישובים הוא מחיר ש ראוי לשלם
common_voice_he_40001960	ה רכבת ה קלה ב תל אביב עוברת מתחת ל אדמה ו מגיעה עד פתח תקוה ו ליד יפו	ה רכבת ה קלה ב תל אביב עוברת מתחת ל אדמה ו מגיעה עד פתח תקוה ו ליד יפו
common_voice_he_40001961	כ ארבע מאות אלף מנות חסון אמורות להגיע בתוך ה שבועים ה קרובים	כ ארבע מאות אלף מנות חסון אמורות להגיע בתוך ה שבועים ה קרובים
common_voice_he_40001962	ו נופלים קסמים וה תשובה היא קסמים ש מסמים	ו נופלים קסמים וה תשובה היא קסמים ש מסמים
common_voice_he_40001963	התבשרנו אתמול שה מתון הסתים ו התחילה הצמיחה	התבשרנו אתמול שה מתון הסתים ו התחילה הצמיחה
common_voice_he_40001964	ש תמיד עוזרת ו תמיד טובה ו תמיד חשובה	ש תמיד עוזרת ו תמיד טובה ו תמיד חשובה
common_voice_he_40001965	אני מתכבד להודיע ב זאת על חלופי אישים ב ועדה ל עניני בקרת ה מדינה מ טעם סיעת ה עבודה	אני מתכבד להודיע ב זאת על חלופי אישים ב ועדה ל עניני בקרת ה מדינה מ טעם סיעת ה עבודה
common_voice_he_40001966	ה הצבעה תערך כך מי ש מצביע בעד	ה הצבעה תערך כך מי ש מצביע בעד
common_voice_he_40001967	ו בקשתי הצעה ל סדר ה יום לגבי ה מקרה של ה יום	ו בקשתי הצעה ל סדר ה יום לגבי ה מקרה של ה יום
common_voice_he_40001968	ארגון לב ל אחים פועל ל חזוק ה תודעה ה יהודית ול עדוד ה חנוך ה תורני	ארגון לב ל אחים פועל ל חזוק ה תודעה ה יהודית ול עדוד ה חנוך ה תורני
common_voice_he_40001970	ה איש יודע ש אי אפשר לעשות טרנספר ל ערבים	ה איש יודע ש אי אפשר לעשות טרנספר ל ערבים
common_voice_he_40001972	ש אני וה צבור ש אני מיצג די פתוחים ב ענין ה זה	ש אני וה צבור ש אני מיצג די פתוחים ב ענין ה זה
common_voice_he_43539839	ה נתונים ל הסתה פרועה מצד מפלגה זו	ה נתונים ל הסתה פרועה מצד מפלגה זו
common_voice_he_43539841	יצאה ל דרך אינתיפאדת ה הפרדות מ סוריה ב לבנון	יצאה ל דרך אינתיפדת ה הפרדות מ סוריה ב לבנון
common_voice_he_43539842	ו לא צפוי הליך בחירות נוסף ב תקופה ה קרובה	ו לא צפוי הליך בחירות נוסף ב תקופה ה קרובה
common_voice_he_43539843	סכון נזילות ה סכון של משתתף לא יהיו די כספים לעמד ב חיוביו ב מועדם	סכון נזילות ה סכון של משתתף לא יהיו די כספים לעמד ב חיוביו ב מועדם
common_voice_he_43539844	זה מתפוצץ ב פה ו נמוח	זה מתפוצץ ב פה ו נמוח
common_voice_he_43539846	ו כמובן גם חפצים להשיג נשק גרעיני	ו כמובן גם חפצים להשיג נשק גרעיני
common_voice_he_43539848	לחפש ה דעה וה בטוי לחפש ה התכנסות וה התאגדות	לחפש ה דעה וה בטוי לחפש ה התכנסות וה התאגדות
common_voice_he_43539852	אבל אני חיבת לפתח ו להביע תמיהה על כך ש אתה מבקש לקים דיון מחדש	אבל אני חיבת לפתח ו להביע תמיהה על כך ש אתה מבקש לקים דיון מחדש
common_voice_he_43539859	יחד עם זאת אני מרגישה כאן ב טוב	יחד עם זאת אני מרגישה כאן ב טוב
