filename	reference_text	transcribed_text
common_voice_he_39831353	כמה המצוקה היא אדירה וכמה העני הוא נורא	כמה המצוקה היא אדירה וכמה העני הוא נורא
common_voice_he_39831354	כאשר יחלפו שלוש דקות מרגע השמעת הצלצול	כאשר יחלפו שלוש דקות מרגע השמעת הצלצול
common_voice_he_39831355	בהזדמנות זו אני מבקש להודות מכאן	בהזדמנות זו אני מבקש להודות מכאן
common_voice_he_39831361	מכיון שהצבור עדין לא ערוך ולא מוכן	מכיון שהצבור עדין לא ערוך ולא מוכן
common_voice_he_39831362	כמה מהלכים מאוד משמעותיים שהם לא בדיוק הפרטה	כמה מהלכים מאוד משמעותיים שהם לא בדיוק הפרטה
common_voice_he_39831363	חסרות השכלה שלא מסגלות למצע עבודה	חסרות השכלה שלא מסגלות למצע עבודה
common_voice_he_39831364	נובמבר אלפים ושמונה התקף בתל אביב מר אבי ניר	נובמבר אלפים ושמונה התקף בתל אביב מר אבי ניר
common_voice_he_39831365	שרותי הבריאות החנוך וגרורה ממשיכים הדרדר	שרותי הבריאות החנוך וגרורה ממשיכים הדרדר
common_voice_he_39831376	כי לקח טוב נתתי לכם תורתי אל תעזבו	כי לקח טוב נתתי לכם תורתי אל תעזבו
common_voice_he_39831377	אני יוצא נגד הטענה המגחכת הזאת	אני יוצא נגד הטענה המגחכת הזאת
common_voice_he_39831378	לא יהיו תקלות בדרך אבל בכל הטוך המקבל	לא יהיו תקלות בדרך אבל בכל הטוך המקבל
common_voice_he_39831379	אני כשלעצמי רוצה לעבד ללמד להתקדם בשפה העברית	אני כשלעצמי רוצה לעבד ללמד להתקדם בשפה העברית
common_voice_he_39918055	ואנו עדים לגדול נכר במספר המשתמשים בסמים בקרב בני הנער	ואנו עדים לגדול נכר במספר המשתמשים בסמים בקרב בני הנער
common_voice_he_39918056	נכון לרגע זה להוואי שגם הלאה	נכון לרגע זה להוואי שגם הלאה
common_voice_he_39918057	כמה זמן יכך לי להגיע מהבית לנתניה	כמה זמן יכך לי להגיע מהבית לנתניה
common_voice_he_39918058	שפעם אמרו שאבן שזרק שפט לבור	שפעם אמרו שאבן שזרק שפט לבור
common_voice_he_39918059	המבצע שצהל מנהל בעזה הוא מצדק	המבצע שצהל מנהל בעזה הוא מצדק
common_voice_he_39918065	מכל אלה נשארו רק שתי חנויות פתוחות	מכל אלה נשארו רק שתי חנויות פתוחות
common_voice_he_39918066	חשוב לבכר משפטים עם מגון לכסכלי	חשוב לבכר משפטים עם מגון לקסיקלי
common_voice_he_39918067	שיחליטו אם הוא בצד הזה או בצד ההוא	שיחליטו אם הוא בצד הזה או בצד ההוא
common_voice_he_39918068	האחד היה שעיר ומכער כאמו ואלו השני למרבית הפלא היה גור שחר	האחד היה שעיר ומכער כאמו ואלו השני למרבית הפלא היה גור שחר
common_voice_he_39918069	אני שונא את קיט טרוק	אני שונא את קיט טרוק
common_voice_he_39937156	אי אפשר לשחרר אסירים מהצד הזה	אי אפשר לשחרר אסירים מהצד הזה
common_voice_he_39937157	ויתנו לו שבעים כסף מבית בעל ברית וישחר בהם אבימלך אנשים ריקים פוחזים וילכו אחריו	ויתנו לו שבעים כסף מבית בעל ברית ויסקר בהם אבימלך אנשים ריקים ופוחזים וילכו אחריו
common_voice_he_39937158	המכות הקשות ביותר דוכא מדי אדם	המכות הקשות ביותר דוכא מדי אדם
common_voice_he_39937159	לנושא חנוך מניעה שקום גמילה טפול	לנושא חנוך מניעה שקום גמילה טפול
common_voice_he_39937160	שבכמה וכמה מקומות בארץ הוקמו כמה ערים	שבכמה וכמה מקומות בארץ הוקמו כמה ערים
common_voice_he_39937161	הפעלת הסמכויות המנהליות באכיפת התקן הביאה לשנוי דרסטי בהתייחסות הרשויות לתוצאות הבדיקה שנעשתה מטעמנו	הפעלת הסמכויות המנהליות באכיפת התקן הביאה לשנוי דרסטי בהתייחסות הרשויות לתוצאות הבדיקה שנעשתה מטעמנו
common_voice_he_39937162	לגבי ההסתייגות האקרית אני חושב שאין מקום	לגבי ההסתייגות האקרית אני חושב שאין מקום
common_voice_he_39937163	מכך שמדבר בתכנית כרום מהגשת בזמן משבר	מכך שמדבר בתכנית כרום מהגשת בזמן משבר
common_voice_he_39937164	שבו הוא כותב כי המשה יהדות הוא אוניברסלי	שבו הוא כותב כי המשה יהדות הוא אוניברסלי
common_voice_he_39937165	הוא מיד הולך לקנות אופנים שהוא לא הצליח לקנות	הוא מיד הולך לקנות אופנים שהוא לא הצליח לקנות
common_voice_he_39937166	הוא לא יודע במי הוא עוסק	הוא לא יודע במי הוא עוסק
common_voice_he_39937167	שעה שעה באמצעי התקשרת הבין למאיים	שעה שעה באמצעי התקשרת הבינלאומיים
common_voice_he_39937168	פעם נוספת מתחת לאפנו מתחוללת בדרום שוב איזה מיני מלחמה	פעם נוספת מתחת לאפינו מתחוללת בדרום שוב איזה מיני מלחמה
common_voice_he_39937169	וכמה משמח היה לראות איך פתאום נתגלה רצון עז בין החברות	וכמה משמח היה לראות איך פתאום נתגלה רצון עז בין החברות
common_voice_he_39937170	אני נוטה להאמין שזה דוכא אדם לא שפוי	אני נוטה להאמין שזה דוכא אדם לא שפוי
common_voice_he_39937171	הקל היועץ המשפטי מאוד עם נסב מזרחי וספק אם החלטתו עומדת במבחן בגוזלו	הקל היועץ המשפטי מאוד עם נסב מזרחי וספק אם החלטתו עומדת במבחן בגוזלו
common_voice_he_39937172	בעוד בשועים מתכנסת גם מועצת מההורים	בעוד בשועים מתכנסת גם מועצת מההורים
common_voice_he_39937173	הנושא פנים לאכלוסיה בעלת ההכנסה הנמוכה במשק	הנושא פנים לאכלוסיה בעלת ההכנסה הנמוכה במשק
common_voice_he_39937174	והצביע נגד הקשישים והנזקקים באנין פטור מאגרה	והצביע נגד הקשישים והנזקקים באנין פטור מאגרה
common_voice_he_39937175	סחבת תיקים שנערמים תיקי הוצאה פעל	סחבת תיקים שנערמים תיקי הוצאה פעל
common_voice_he_39937181	ורק אחרי דחוי הטרור ורק אחרי הפסקת אש כללית	ורק אחרי דחוי הטרור ורק אחרי הפסקת אש כללית
common_voice_he_39937182	כי כאשר החלטנו שלמשל מתדלקים או מי שעובד במלונאות יכויר שכר הולם	כי כאשר החלטנו שלמשל מתדלקים או מי שעובד במלונאות יכויר שכר הולם
common_voice_he_39937203	וכן לעשות זאת בכסף ושבוה כסף	וכן לעשות זאת בכסף ושבוה כסף
common_voice_he_39937204	מערכת זו הביאה שלפור בשאור הטופלים המתאימים שספקו לחולים	מערכת זו הביאה שלפור בשאור הטופלים המתאימים שספקו לחולים
common_voice_he_39937205	זה החל בשבוע שעבר שמעתי באמצעי התקשרת אנשים מתוך הבית הזה	זה החל בשבוע שעבר שמעתי באמצעי התקשרת אנשים מתוך הבית הזה
common_voice_he_39937206	והבעיה היא שזוגות צעירים ממשפחות ברוכות ילדים מתישים מהשגת דירה ומרכישת קורת גג	והבעיה היא שזוגות צעירים ממשפחות ברוכות ילדים מתישים מהשגת דירה ומרכישת קורת גג
common_voice_he_39937207	אולי נקדה נוספת שנוגעת לתכנית הכלכלית הזאת	אולי נקדה נוספת שנוגעת לתכנית הכלכלית הזאת
common_voice_he_39937264	אנחנו מסינים בימים אלו מאה שנים ללדתו של מפקד האצל הנערץ	אנחנו מסינים בימים אלו מאה שנים ללדתו של מפקד האצל הנערץ
common_voice_he_39937265	בית המשפט הוא אחת משלשת הרשויות המדיניות בדמוקרטיות	בית המשפט הוא אחת משלשת הרשויות המדיניות בדמוקרטיות
common_voice_he_39937266	רני ביזון ויקטור בסקילותיי ענבל גבריאל	רוני ביזון ויקטור בילו בסקי ענבל גבריאל
common_voice_he_39937267	ומספר יחידות הדיור הדרוש להשגת יעד זה הוא עשרים ושנים אלף יחידות	ומספר יחידות הדיור הדרוש להשגת יעד זה הוא עשרים ושנים אלף יחידות
common_voice_he_39937268	המצב שמציר הוא כאלו הצפון לא שיך להונה משום מה	המצב שמציר הוא כאלו הצפון לא שיך להונה משום מה
common_voice_he_39937269	זה כזב שאפשר להגיע לצמיחה כלכלית יחד עם המשך הכבוש והעמות	זה כזב שאפשר להגיע לצמיחה כלכלית יחד עם המשך הכבוש והעמות
common_voice_he_39937270	חדש לבד רעם מרץ יהדות התורה	חדש לבד רעם מרץ יהדות התורה
common_voice_he_39937271	חבותי השרים השר לברמן הדברים שלי	רבות השרים השר לברמן הדברים שלי
common_voice_he_39937272	המוזיקה של לירק היא בעקר בסגנון הפופ אך היא משלבת בתוכה גם סגנונות שונים	המוזיקה של לירק היא בעקר בסגנון הפופ אך היא משלבת בתוכה גם סגנונות שונים
common_voice_he_39937278	שהיא גדולה ללא שום התחשבנויות קטנות	שהיא גדולה ללא שום התחשבנויות קטנות
common_voice_he_39937279	שמחת מעמד בינים אני אקרא לזה	שמחת מעמד בינים אני אקרא לזה
common_voice_he_39937280	זה לא זעיר וזה לא זעיר	זה לא זעיר וזה לא זעיר
common_voice_he_39937281	אני רוצה לשחרר שלושים אלף יחידות דיור מאשרות בחיפה	אני רוצה לשחרר שלושים אלף יחידות דיור מאשרות בחיפה
common_voice_he_39937282	שבית חולים ברזליי מסכן חיי אדם	שבית חולים ברזליי מסכן חיי אדם
common_voice_he_40001946	דוכא בגלל זה אני מציע לידידי	דוכא בגלל זה אני מציע לידידי
common_voice_he_40001947	המשמעות היא שאי אפשר להכניס מצלמות לבית ספר	המשמעות היא שאי אפשר להכניס מצלמות לבית ספר
common_voice_he_40001948	תוך אמוץ מדיניות כלכלית חברתית צודקת	תוך אמוץ מדיניות כלכלית חברתית צודקת
common_voice_he_40001949	גם כאשר יש נגדו כתב עשום	גם כאשר יש נגדו כתב אשור
common_voice_he_40001950	קבוצת סיעת האחוד לאמי וקבוצת סיעת מרץ לפרק בי חשמל לא נתקבלה	קבוצת סיעת האחוד לאמי וקבוצת סיעת מרץ לפרק בי חשמל לא נתקבלה
common_voice_he_40001956	לפי שכלו יהלל איש ונאוה לב יהיה לבוז	לפי שכלו יהלל איש ונעבה לב יהיה לבוז
common_voice_he_40001957	באנין יהודי אתיופיה הולכים הרבה יותר רחוק מעבר לסבתא	באנין יהודי אתיופיה הולכים הרבה יותר רחוק מעבר לסבתא
common_voice_he_40001958	אלא אני עומד גם מאחורי המלים שהוא לא צטט	אלא אני עומד גם מאחורי המלים שהוא לא צטט
common_voice_he_40001959	טענה כי פנוי הישובים הוא מחיר שראוי לשלם	טענה כי פנוי הישובים הוא מחיר שראוי לשלם
common_voice_he_40001960	הרכבת הקלה בתל אביב עוברת מתחת לאדמה ומגיעה עד פתח תקוה וליד יפו	הרכבת הקלה בתל אביב עוברת מתחת לאדמה ומגיעה עד פתח תקוה וליד יפו
common_voice_he_40001961	כארבע מאות אלף מנות חסון אמורות להגיע בתוך השביעום הקרובים	כארבע מאות אלף מנות חסון אמורות להגיע בתוך השביעום הקרובים
common_voice_he_40001962	ונופלים קסמים והתשובה היא קסמים שמסמים	ונופלים קסמים והתשובה היא קסמים שמסמים
common_voice_he_40001963	התבשרנו אתמול שהמתון הסתים והתחילה הצמיחה	התבשרנו אתמול שהמתון הסתים והתחילה הצמיחה
common_voice_he_40001964	שתמיד עוזרת ותמיד טובה ותמיד חשובה	שתמיד עוזרת ותמיד טובה ותמיד חשובה
common_voice_he_40001965	אני מתכבד להודיע בזאת על חלופי אישים ובעדה לאניני בקרת המדינה מטעם סיעת העבודה	אני מתכבד להודיע בזאת על חלופי אישים ובעדה לאניני בקרת המדינה מטעם סיעת העבודה
common_voice_he_40001966	ההצבעה תערך כך מי שמצביע בעד	ההצבעה תערך כך מי שמצביע בעד
common_voice_he_40001967	ובקשתי הצעה לסדר היום לגבי המקרה של היום	ובקשתי הצעה לסדר היום לגבי המקרה של היום
common_voice_he_40001968	ארגון לב לאחים פועל לחוזק התודעה היהודית ולעודד החנוך התורני	ארגון לב לאחים פועל לחוזק התודעה היהודית ולעודד החנוך התורני
common_voice_he_40001970	האיש יודע שאי אפשר לעשות טרנספר לערבים	האיש יודע שאי אפשר לעשות טרנספר לערבים
common_voice_he_40001972	שאני והצבור שאני מיצג די פתוחים באנין הזה	שאני והצבור שאני מיצג די פתוחים באנין הזה
common_voice_he_43539839	הנתונים להסתה פרועה מצד מפלגה זו	הנתונים להסתה פרועה מצד מפלגה זו
common_voice_he_43539841	יצאה לדרך אינתיפאדת ההפרדות מסוריה בלבנון	יצאה לדרך אינתיפאדת ההפרדות מסוריה בלבנון
common_voice_he_43539842	ולא צפוי הליך בחירות נוסף בתקופה הקרובה	ולא צפוי הליך בחירות נוסף בתקופה הקרובה
common_voice_he_43539843	כסון נזילות הצרון שלמשתתף לא יהיו די כספים לעמד בחיוביו במועדם	כסון נזילות הצרון של משתתף לא יהיו די כספים לעמד בחיוביו במועדם
common_voice_he_43539844	זה מתפוצץ בפה ונמוך	זה מתפוצץ בפה ונמוך
common_voice_he_43539846	וכמובן גם חפצים להשיג נשק גרעיני	וכמובן גם חפצים להשיג נשק גרעיני
common_voice_he_43539848	לחפש הדעה והביטוי לחפש ההתכנסות וההתאגדות	לחפש הדעה והביטוי לחפש ההתכנסות וההתאגדות
common_voice_he_43539852	אבל אני חיבת לפתח ולהביע תמיהה על כך שאתה מבקש לכים דיון מחדש	אבל אני חיבת לפתח ולהביע תמיהה על כך שאתה מבקש לכים דיון מחדש
common_voice_he_43539859	יחד עם זאת אני מרגישה כאן בטוב	יחד עם זאת אני מרגישה כאן בטוב
